Date,Open,High,Low,Close,Volume,MA5,MA3
2024-01-24,14490.0,14600.0,14070.0,14590.0,235976.10273206,15194.0,14593.333333333334
2024-01-25,14580.0,14830.0,14270.0,14610.0,271549.62070856,14886.0,14563.333333333334
2024-01-26,14610.0,15160.0,14440.0,15000.0,221114.91830632,14678.0,14733.333333333334
2024-01-27,15010.0,15200.0,14880.0,15180.0,154898.92233788,14774.0,14930.0
2024-01-28,15180.0,15300.0,14760.0,14900.0,219132.67306361,14856.0,15026.666666666666
2024-01-29,14900.0,15390.0,14760.0,15390.0,313883.02755661,15016.0,15156.666666666666
2024-01-30,15390.0,15620.0,15160.0,15280.0,287196.17929105,15150.0,15190.0
2024-01-31,15280.0,16760.0,14800.0,14950.0,3184352.72776668,15140.0,15206.666666666666
2024-02-01,14940.0,15730.0,14800.0,15320.0,2210263.97382537,15168.0,15183.333333333334
2024-02-02,15320.0,15500.0,15010.0,15210.0,487515.71903433,15230.0,15160.0
2024-02-03,15220.0,15550.0,15090.0,15430.0,310305.62795788,15238.0,15320.0
2024-02-04,15400.0,15430.0,14940.0,14980.0,244784.37246201,15178.0,15206.666666666666
2024-02-05,14980.0,15200.0,14650.0,15080.0,315749.77976436,15204.0,15163.333333333334
2024-02-06,15060.0,15380.0,15000.0,15300.0,210883.18632424,15200.0,15120.0
2024-02-07,15300.0,15850.0,15220.0,15590.0,482267.91548382,15276.0,15323.333333333334
2024-02-08,15590.0,15900.0,15560.0,15870.0,249541.38877677,15364.0,15586.666666666666
2024-02-09,15870.0,16080.0,15700.0,15990.0,338554.65115011,15566.0,15816.666666666666
2024-02-10,15990.0,16150.0,15560.0,15940.0,249601.8592058,15738.0,15933.333333333334
2024-02-11,15950.0,16170.0,15740.0,15890.0,241406.25472388,15856.0,15940.0
2024-02-12,15860.0,16320.0,15620.0,16270.0,374824.15509701,15992.0,16033.333333333334
2024-02-13,16270.0,16400.0,15710.0,16130.0,326729.8870682,16044.0,16096.666666666666
2024-02-14,16130.0,16560.0,16050.0,16520.0,599279.39892207,16150.0,16306.666666666666
2024-02-15,16520.0,18870.0,16420.0,17950.0,4269050.11697535,16552.0,16866.666666666668
2024-02-16,17970.0,18440.0,17520.0,17980.0,1679371.2494189,16970.0,17483.333333333332
2024-02-17,17970.0,18020.0,16840.0,17560.0,708014.87242966,17228.0,17830.0
2024-02-18,17560.0,18040.0,17470.0,17790.0,596141.40168304,17560.0,17776.666666666668
2024-02-19,17790.0,18040.0,17580.0,17930.0,492378.24756104,17842.0,17760.0
2024-02-20,17930.0,18070.0,16900.0,17580.0,601077.19407895,17768.0,17766.666666666668
2024-02-21,17590.0,17650.0,16700.0,17220.0,413305.11308285,17616.0,17576.666666666668
2024-02-22,17220.0,17650.0,16860.0,17450.0,353712.07043905,17594.0,17416.666666666668
2024-02-23,17480.0,17780.0,17060.0,17350.0,338980.11376796,17506.0,17340.0
2024-02-24,17360.0,17870.0,17060.0,17580.0,332253.2354314,17436.0,17460.0
2024-02-25,17580.0,17860.0,17260.0,17700.0,293228.33645649,17460.0,17543.333333333332
2024-02-26,17680.0,18050.0,17020.0,18020.0,531907.09268823,17620.0,17766.666666666668
2024-02-27,18030.0,18660.0,17840.0,18270.0,975761.34074914,17784.0,17996.666666666668
2024-02-28,18270.0,19850.0,17660.0,18800.0,1648146.48674694,18074.0,18363.333333333332
2024-02-29,18800.0,21910.0,18780.0,20000.0,3603588.56012004,18558.0,19023.333333333332
2024-03-01,20000.0,23180.0,19870.0,21700.0,3075547.90176107,19358.0,20166.666666666668
2024-03-02,21700.0,23780.0,21630.0,23660.0,2169731.6829098,20486.0,21786.666666666668
2024-03-03,23670.0,24610.0,21000.0,22910.0,1532974.45969926,21414.0,22756.666666666668
2024-03-04,22910.0,27410.0,22270.0,25300.0,7963371.46213917,22714.0,23956.666666666668
2024-03-05,25390.0,27130.0,21900.0,23460.0,4450831.09436907,23406.0,23890.0
2024-03-06,23470.0,24390.0,21730.0,24340.0,1260945.62529424,23934.0,24366.666666666668
2024-03-07,24370.0,24960.0,23340.0,24640.0,1025148.26202277,24130.0,24146.666666666668
2024-03-08,24660.0,25200.0,23590.0,24420.0,1041699.98042265,24432.0,24466.666666666668
2024-03-09,24420.0,24790.0,23700.0,24340.0,799975.6406864,24240.0,24466.666666666668
2024-03-10,24350.0,24850.0,23420.0,24050.0,794953.17500249,24358.0,24270.0
2024-03-11,24060.0,25380.0,22810.0,25280.0,1685100.10384597,24546.0,24556.666666666668
2024-03-12,25280.0,25440.0,23500.0,25160.0,1044981.40707381,24650.0,24830.0
2024-03-13,25210.0,26310.0,24730.0,25830.0,1190120.09286667,24932.0,25423.333333333332
2024-03-14,25830.0,25940.0,23340.0,24800.0,1262092.66214578,25024.0,25263.333333333332
2024-03-15,24790.0,25300.0,21960.0,23560.0,1307310.09472051,24926.0,24730.0
2024-03-16,23510.0,23790.0,21330.0,22010.0,615424.17253452,24272.0,23456.666666666668
2024-03-17,22000.0,22730.0,20390.0,22630.0,681345.33740251,23766.0,22733.333333333332
2024-03-18,22620.0,22690.0,21450.0,21770.0,464852.72505382,22954.0,22136.666666666668
2024-03-19,21770.0,21980.0,19500.0,19950.0,830439.51358883,21984.0,21450.0
2024-03-20,19950.0,21730.0,18990.0,21700.0,791955.81741086,21612.0,21140.0
2024-03-21,21700.0,22140.0,21210.0,21690.0,451606.09331071,21548.0,21113.333333333332
2024-03-22,21670.0,21850.0,20560.0,21210.0,383491.28448787,21264.0,21533.333333333332
2024-03-23,21170.0,21650.0,20790.0,21280.0,340605.23393531,21166.0,21393.333333333332
2024-03-24,21260.0,22300.0,21160.0,21820.0,731361.40842504,21540.0,21436.666666666668
2024-03-25,21820.0,22670.0,21630.0,22330.0,522424.39675914,21666.0,21810.0
2024-03-26,22330.0,23450.0,22280.0,23220.0,607020.49340715,21972.0,22456.666666666668
2024-03-27,23180.0,23600.0,21930.0,22660.0,629052.68928436,22262.0,22736.666666666668
2024-03-28,22640.0,23300.0,22080.0,23190.0,457310.6838282,22644.0,23023.333333333332
2024-03-29,23190.0,24250.0,22380.0,24040.0,755392.17673833,23088.0,23296.666666666668
2024-03-30,24040.0,24090.0,23000.0,23170.0,383981.76789619,23256.0,23466.666666666668
2024-03-31,23200.0,24230.0,22830.0,23440.0,441600.21904689,23300.0,23550.0
2024-04-01,23450.0,23990.0,21900.0,22460.0,716930.54639291,23260.0,23023.333333333332
2024-04-02,22460.0,22650.0,20760.0,21210.0,566654.45024155,22864.0,22370.0
2024-04-03,21210.0,21580.0,20460.0,20870.0,377902.40737225,22230.0,21513.333333333332
2024-04-04,20830.0,21960.0,20580.0,21730.0,301223.69008589,21942.0,21270.0
2024-04-05,21730.0,22790.0,21140.0,22130.0,493511.35051956,21680.0,21576.666666666668
2024-04-06,22120.0,22620.0,21880.0,22100.0,268138.63614032,21608.0,21986.666666666668
2024-04-07,22090.0,22290.0,21860.0,22040.0,175048.62747734,21774.0,22090.0
2024-04-08,22040.0,31170.0,21630.0,31030.0,20403745.8427591,23806.0,25056.666666666668
2024-04-09,31020.0,32050.0,26920.0,27000.0,16610072.53324866,24860.0,26690.0
2024-04-10,27000.0,31500.0,26720.0,31160.0,12470227.95647784,26666.0,29730.0
2024-04-11,31160.0,34250.0,30300.0,31610.0,14356287.63664732,28568.0,29923.333333333332
2024-04-12,31590.0,33650.0,28480.0,29350.0,9955810.92944687,30030.0,30706.666666666668
2024-04-13,29380.0,30380.0,22870.0,25710.0,8533669.71255278,28966.0,28890.0
2024-04-14,25720.0,31900.0,23500.0,31660.0,10938308.15519588,29898.0,28906.666666666668
2024-04-15,31660.0,35000.0,28400.0,30870.0,19434459.24436319,29840.0,29413.333333333332
2024-04-16,30870.0,31420.0,27770.0,29000.0,10222418.69815568,29318.0,30510.0
2024-04-17,29000.0,30070.0,25850.0,25990.0,6743771.37738777,28646.0,28620.0
2024-04-18,25990.0,27610.0,24040.0,27230.0,9114402.53046774,28950.0,27406.666666666668
2024-04-19,27230.0,29840.0,25280.0,26740.0,14015041.57729013,27966.0,26653.333333333332
2024-04-20,26740.0,27720.0,26100.0,27700.0,4232154.32525517,27332.0,27223.333333333332
2024-04-21,27690.0,29630.0,26800.0,28110.0,6840958.62665621,27154.0,27516.666666666668
2024-04-22,28120.0,29540.0,28070.0,28830.0,4870319.232279,27722.0,28213.333333333332
2024-04-23,28830.0,29970.0,27000.0,27180.0,4967594.48768214,27712.0,28040.0
2024-04-24,27180.0,27490.0,25830.0,26450.0,3014318.19350778,27654.0,27486.666666666668
2024-04-25,26450.0,26750.0,25120.0,25380.0,1565112.35119334,27190.0,26336.666666666668
2024-04-26,25420.0,27340.0,24480.0,26410.0,3314210.41134259,26850.0,26080.0
2024-04-27,26420.0,26490.0,25050.0,25630.0,1340128.81066937,26210.0,25806.666666666668
2024-04-28,25630.0,27790.0,25300.0,26110.0,2990205.15044525,25996.0,26050.0
2024-04-29,26110.0,27610.0,25010.0,27500.0,3109860.38503226,26206.0,26413.333333333332
2024-04-30,27490.0,27860.0,23770.0,24430.0,4452992.99370697,26016.0,26013.333333333332
2024-05-01,24400.0,24580.0,21740.0,23220.0,3989091.13827489,25378.0,25050.0
2024-05-02,23200.0,23400.0,21640.0,22410.0,1747671.93548479,24734.0,23353.333333333332
2024-05-03,22420.0,23900.0,22220.0,23490.0,1221631.01673797,24210.0,23040.0
2024-05-04,23490.0,24400.0,23080.0,23610.0,1223838.1142538,23432.0,23170.0
2024-05-05,23610.0,24240.0,22990.0,23530.0,1129348.49305626,23252.0,23543.333333333332
2024-05-06,23520.0,24080.0,22450.0,22520.0,1155440.49798799,23112.0,23220.0
2024-05-07,22540.0,22790.0,21930.0,21980.0,592471.93025167,23026.0,22676.666666666668
2024-05-08,21980.0,22180.0,21210.0,21360.0,610544.6587826,22600.0,21953.333333333332
2024-05-09,21360.0,21810.0,20830.0,21680.0,429504.03146021,22214.0,21673.333333333332
2024-05-10,21660.0,22550.0,20770.0,21120.0,1167389.7944419,21732.0,21386.666666666668
2024-05-11,21150.0,21640.0,21010.0,21480.0,382805.07683745,21524.0,21426.666666666668
2024-05-12,21470.0,22050.0,21400.0,21510.0,431981.61882959,21430.0,21370.0
2024-05-13,21500.0,21600.0,20130.0,21090.0,613023.52523021,21376.0,21360.0
2024-05-14,21090.0,21280.0,20160.0,20240.0,362074.34290761,21088.0,20946.666666666668
2024-05-15,20240.0,21600.0,20050.0,21440.0,490109.14952062,21152.0,20923.333333333332
2024-05-16,21440.0,21680.0,20790.0,21160.0,350282.46474266,21088.0,20946.666666666668
2024-05-17,21170.0,21750.0,20820.0,21530.0,334405.45951634,21092.0,21376.666666666668
2024-05-18,21510.0,21960.0,21420.0,21570.0,264487.17919413,21188.0,21420.0
2024-05-19,21560.0,21680.0,20400.0,20550.0,367751.71210832,21250.0,21216.666666666668
2024-05-20,20580.0,22610.0,20240.0,22230.0,598900.48807312,21408.0,21450.0
2024-05-21,22230.0,22630.0,21610.0,22010.0,591146.48758103,21578.0,21596.666666666668
2024-05-22,22030.0,22030.0,21090.0,21560.0,338550.66063775,21584.0,21933.333333333332
2024-05-23,21560.0,21750.0,20180.0,21150.0,524801.23529356,21500.0,21573.333333333332
2024-05-24,21140.0,21470.0,20590.0,21200.0,330062.49708032,21630.0,21303.333333333332
2024-05-25,21220.0,21630.0,21200.0,21620.0,250560.29418633,21508.0,21323.333333333332
2024-05-26,21600.0,21700.0,21220.0,21420.0,205575.8799429,21390.0,21413.333333333332
2024-05-27,21420.0,22200.0,21070.0,21970.0,337348.02433308,21472.0,21670.0
2024-05-28,21970.0,22000.0,21050.0,21150.0,398497.08825272,21472.0,21513.333333333332
2024-05-29,21150.0,21360.0,20620.0,20650.0,358143.94665912,21362.0,21256.666666666668
2024-05-30,20660.0,20980.0,20200.0,20510.0,311811.88667495,21140.0,20770.0
2024-05-31,20510.0,20800.0,20160.0,20430.0,254610.9771442,20942.0,20530.0
2024-06-01,20430.0,20520.0,20240.0,20370.0,88332.59183251,20622.0,20436.666666666668
2024-06-02,20380.0,20790.0,20250.0,20270.0,170437.26890493,20446.0,20356.666666666668
2024-06-03,20270.0,20790.0,20050.0,20460.0,222086.42809616,20408.0,20366.666666666668
2024-06-04,20460.0,20800.0,20300.0,20770.0,161072.10735335,20460.0,20500.0
2024-06-05,20770.0,21220.0,20720.0,21140.0,212484.95873546,20602.0,20790.0
2024-06-06,21140.0,21210.0,20500.0,20660.0,178330.50012553,20660.0,20856.666666666668
2024-06-07,20660.0,21130.0,18050.0,19890.0,453037.09455997,20584.0,20563.333333333332
2024-06-08,19890.0,20050.0,18750.0,19000.0,292069.05428764,20292.0,19850.0
2024-06-09,19000.0,19100.0,18600.0,18990.0,152127.87607225,19936.0,19293.333333333332
2024-06-10,19000.0,19020.0,18490.0,18750.0,165132.41122565,19458.0,18913.333333333332
2024-06-11,18750.0,18810.0,17840.0,18320.0,276219.07555439,18990.0,18686.666666666668
2024-06-12,18330.0,19400.0,17780.0,19070.0,265708.75855385,18826.0,18713.333333333332
2024-06-13,19070.0,19430.0,18400.0,18480.0,260559.99890246,18722.0,18623.333333333332
2024-06-14,18480.0,18700.0,17390.0,17740.0,221628.88817248,18472.0,18430.0
2024-06-15,17750.0,18040.0,17430.0,18010.0,110279.46927686,18324.0,18076.666666666668
2024-06-16,18000.0,18190.0,17550.0,18000.0,92113.45446462,18260.0,17916.666666666668
2024-06-17,18000.0,18700.0,15870.0,16580.0,670216.26146795,17762.0,17530.0
2024-06-18,16580.0,16770.0,14600.0,15430.0,605420.32779912,17152.0,16670.0
2024-06-19,15430.0,16200.0,15260.0,15870.0,203366.02844089,16778.0,15960.0
2024-06-20,15870.0,16800.0,15820.0,15960.0,241795.6416493,16368.0,15753.333333333334
2024-06-21,15980.0,16350.0,15640.0,16040.0,246356.49138439,15976.0,15956.666666666666
2024-06-22,16010.0,16160.0,15850.0,16050.0,130380.23055213,15870.0,16016.666666666666
2024-06-23,16060.0,16230.0,15350.0,15380.0,150455.37542264,15860.0,15823.333333333334
2024-06-24,15400.0,15760.0,14880.0,15730.0,369621.99659277,15832.0,15720.0
2024-06-25,15730.0,16380.0,15590.0,16240.0,157302.82788497,15888.0,15783.333333333334
2024-06-26,16240.0,16410.0,15820.0,16030.0,118431.41505786,15886.0,16000.0
2024-06-27,16030.0,16440.0,15800.0,16390.0,104581.65998247,15954.0,16220.0
2024-06-28,16390.0,16730.0,16030.0,16070.0,141967.20356471,16092.0,16163.333333333334
2024-06-29,16070.0,16350.0,15800.0,15840.0,65986.38832165,16114.0,16100.0
2024-06-30,15840.0,16330.0,15640.0,16250.0,68714.25347986,16116.0,16053.333333333334
2024-07-01,16280.0,16440.0,15970.0,16030.0,88316.00680552,16116.0,16040.0
2024-07-02,16010.0,16590.0,15950.0,16210.0,130228.82390896,16080.0,16163.333333333334
2024-07-03,16220.0,16250.0,15460.0,15620.0,122582.54279057,15990.0,15953.333333333334
2024-07-04,15620.0,15700.0,13850.0,13890.0,335285.11702574,15600.0,15240.0
2024-07-05,13920.0,13920.0,12200.0,13440.0,497062.03103273,15038.0,14316.666666666666
2024-07-06,13460.0,14300.0,13250.0,14280.0,198682.63286509,14688.0,13870.0
2024-07-07,14280.0,14310.0,13130.0,13220.0,194691.4875174,14090.0,13646.666666666666
2024-07-08,13210.0,14050.0,12630.0,13640.0,257655.27616046,13694.0,13713.333333333334
2024-07-09,13640.0,13940.0,13530.0,13900.0,139031.06734634,13696.0,13586.666666666666
2024-07-10,13900.0,14200.0,13720.0,14000.0,190711.58731816,13808.0,13846.666666666666
2024-07-11,14000.0,14600.0,13710.0,13770.0,256327.21907604,13706.0,13890.0
2024-07-12,13780.0,14100.0,13610.0,14070.0,133599.9696672,13876.0,13946.666666666666
2024-07-13,14080.0,14700.0,13960.0,14590.0,172197.18831737,14066.0,14143.333333333334
2024-07-14,14590.0,15630.0,14580.0,15130.0,496322.51662981,14312.0,14596.666666666666
2024-07-15,15130.0,16060.0,15110.0,16040.0,476895.55122032,14720.0,15253.333333333334
2024-07-16,16050.0,16150.0,15170.0,15850.0,274133.56420235,15136.0,15673.333333333334
2024-07-17,15850.0,16800.0,15800.0,16040.0,624893.26815651,15530.0,15976.666666666666
2024-07-18,16050.0,16730.0,16020.0,16400.0,325628.69081683,15892.0,16096.666666666666
